x^1,y
0.0,0.882026172983832
0.20408163265306123,0.4027465407318126
0.40816326530612246,0.8862931409777919
0.6122448979591837,1.6951526408169082
0.8163265306122449,1.6624137785443343
1.0204081632653061,0.36368262978141286
1.2244897959183674,1.4156769938752813
1.4285714285714286,0.914224472223275
1.6326530612244898,0.9464780562379393
1.836734693877551,1.1701455599529493
2.0408163265306123,0.9635810159914427
2.2448979591836737,1.5084047770077513
2.4489795918367347,1.0190691828000988
2.6530612244897958,0.5301671210236152
2.857142857142857,0.5025610158870697
3.0612244897959187,0.24711883852994693
3.2653061224489797,0.6236413992166243
3.4693877551020407,-0.42453544695551915
3.673469387755102,-0.3506178586590637
3.8775510204081636,-1.0983456632027946
4.081632653061225,-2.0840765988853756
4.285714285714286,-0.5835376465906024
4.4897959183673475,-0.5431101866372927
4.6938775510204085,-1.3709111785873105
4.8979591836734695,0.1520461080681732
5.1020408163265305,-1.6522242090375854
5.3061224489795915,-0.8059784777223197
5.510204081632653,-0.7918643205783163
5.714285714285714,0.2276843187930725
5.918367346938775,0.3779001440512044
6.122448979591837,-0.08257137319479242
6.326530612244898,0.23241299316977024
6.530612244897959,-0.19898280280307706
6.73469387755102,-0.5540748076401442
6.938775510204081,0.435671121827756
7.142857142857143,0.8358028999447102
7.346938775510204,1.4893296391835937
7.551020408163265,1.5556471241309575
7.755102040816327,0.8014519860736875
7.959183673469388,0.8433199919759491
8.16326530612245,0.4282753649979141
8.36734693877551,0.16108773489283312
8.571428571428571,-0.09964836787286868
8.775510204081632,1.579991014122049
8.979591836734695,0.17579977950691056
9.183673469387756,0.019738164838437683
9.387755102040817,-0.5893832785399007
9.591836734693878,0.22246238406719862
9.795918367346939,-1.1696273526055245
10.0,-0.6503912509963541
